original,patched
https://github.com/google/highway/commit/4432a9a32ea49aab0d4d08d41f776e980b7ec9cc,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_4432a9a32ea49aab0d4d08d41f776e980b7ec9cc.patch
https://github.com/google/highway/commit/47049e0f215038e3812dc2191fb9c0caa5167791,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_47049e0f215038e3812dc2191fb9c0caa5167791.patch
https://github.com/google/highway/commit/4718e6b79e3bab84fc8390f16589b423cffd7ac3,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_4718e6b79e3bab84fc8390f16589b423cffd7ac3.patch
https://github.com/google/highway/commit/4a2426f0143720ad7985bddd25635738631001b9,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_4a2426f0143720ad7985bddd25635738631001b9.patch
https://github.com/google/highway/commit/5186a8d3fff6a86a17c3a49ec8660535beabf9f4,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_5186a8d3fff6a86a17c3a49ec8660535beabf9f4.patch
https://github.com/google/highway/commit/57ee09cfa3016aaf014c6b5113fc8b4be0a4a8ca,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_57ee09cfa3016aaf014c6b5113fc8b4be0a4a8ca.patch
https://github.com/google/highway/commit/5911e2a0a201d1b9eae7ed874dcef418b0bc3c2f,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_5911e2a0a201d1b9eae7ed874dcef418b0bc3c2f.patch
https://github.com/google/highway/commit/5a77105c6be2954e243a26be58dab8a5da3a28b4,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_5a77105c6be2954e243a26be58dab8a5da3a28b4.patch
https://github.com/google/highway/commit/5c59b97ced8999a83f9f60530a6708ca8e1934d4,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_5c59b97ced8999a83f9f60530a6708ca8e1934d4.patch
https://github.com/google/highway/commit/65014038b43bbc6112c956e5474fb2ce80f01c03,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_65014038b43bbc6112c956e5474fb2ce80f01c03.patch
https://github.com/google/highway/commit/6ed8c6f7acb96f2932530a92500bcb78fa296418,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_6ed8c6f7acb96f2932530a92500bcb78fa296418.patch
https://github.com/google/highway/commit/704ef25a87edf547fc4375a2692b8e5f59cf8ea6,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_704ef25a87edf547fc4375a2692b8e5f59cf8ea6.patch
https://github.com/google/highway/commit/71d23700802ca7c79b5f3da97aec4ead455901f5,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_71d23700802ca7c79b5f3da97aec4ead455901f5.patch
https://github.com/google/highway/commit/732a3e227e74fc5526f1485beff2749434f1d82f,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_732a3e227e74fc5526f1485beff2749434f1d82f.patch
https://github.com/google/highway/commit/774696b4e1b032ad8d1011edb8331a1d666de020,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_774696b4e1b032ad8d1011edb8331a1d666de020.patch
https://github.com/google/highway/commit/774b546cd93411f2fdea8454b49340dcc2ebf420,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_774b546cd93411f2fdea8454b49340dcc2ebf420.patch
https://github.com/google/highway/commit/7f0cd9161665f8a644b5f4ead8bb0409749569d8,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_7f0cd9161665f8a644b5f4ead8bb0409749569d8.patch
https://github.com/google/highway/commit/8365c57870eca18bb577d2ef1dcbc27bdad0f43d,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_8365c57870eca18bb577d2ef1dcbc27bdad0f43d.patch
https://github.com/google/highway/commit/846bbc6bacdf6558c3529e46e3353cdd84b11eb6,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_846bbc6bacdf6558c3529e46e3353cdd84b11eb6.patch
https://github.com/google/highway/commit/895e520d99be0fbe538cac2044c7b9ef3fff1101,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_895e520d99be0fbe538cac2044c7b9ef3fff1101.patch
https://github.com/google/highway/commit/8a5b2f80749a79fc07baa994cf1bad3685a6de83,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_8a5b2f80749a79fc07baa994cf1bad3685a6de83.patch
https://github.com/google/highway/commit/913b6c812292fd35d4b0a159612eece863b6a30d,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_913b6c812292fd35d4b0a159612eece863b6a30d.patch
https://github.com/google/highway/commit/92c0c2e8b015a9aae0d54e0779881c410d601c1f,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_92c0c2e8b015a9aae0d54e0779881c410d601c1f.patch
https://github.com/google/highway/commit/99fb01e6d854b812056fe68419355bc851958d14,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_99fb01e6d854b812056fe68419355bc851958d14.patch
https://github.com/google/highway/commit/a0b07d08a6a0b1f298cbb02a91f3dedec02e1633,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_a0b07d08a6a0b1f298cbb02a91f3dedec02e1633.patch
https://github.com/google/highway/commit/a8bafcb53c1f1167f077f78be9e8a02b9ae16dbe,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_a8bafcb53c1f1167f077f78be9e8a02b9ae16dbe.patch
https://github.com/google/highway/commit/ab066c4da4cb744f1c1743dfcf05ef9d68ebb01b,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_ab066c4da4cb744f1c1743dfcf05ef9d68ebb01b.patch
https://github.com/google/highway/commit/af870182b88d92a7e9744f633103bd8675531827,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_af870182b88d92a7e9744f633103bd8675531827.patch
https://github.com/google/highway/commit/b57456870ed10b1dd5e3c0754619ac2dbd67b070,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_b57456870ed10b1dd5e3c0754619ac2dbd67b070.patch
https://github.com/google/highway/commit/b61761af8917e5dea18a13f0ff8c845dd0971e05,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_b61761af8917e5dea18a13f0ff8c845dd0971e05.patch
https://github.com/google/highway/commit/c31f234cc0bce57700d7dad8bea84a433505a50a,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_c31f234cc0bce57700d7dad8bea84a433505a50a.patch
https://github.com/google/highway/commit/c6a4bd345fa4858a49011fffabcab34578204433,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_c6a4bd345fa4858a49011fffabcab34578204433.patch
https://github.com/google/highway/commit/c9295a6822fc332099d4c037a44ac56b64b85e05,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_c9295a6822fc332099d4c037a44ac56b64b85e05.patch
https://github.com/google/highway/commit/d0e4aba5a280ed4fa500b0ae7dd6210f46523df1,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_d0e4aba5a280ed4fa500b0ae7dd6210f46523df1.patch
https://github.com/google/highway/commit/d256a6e835376083aa86bd254b37a9dd6fb2fab3,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_d256a6e835376083aa86bd254b37a9dd6fb2fab3.patch
https://github.com/google/highway/commit/d6c486c5a09be512da1d4611cd77cc5df1688ea5,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_d6c486c5a09be512da1d4611cd77cc5df1688ea5.patch
https://github.com/google/highway/commit/d9b96416068796b2a47b75042d23bd7cb9c78396,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_d9b96416068796b2a47b75042d23bd7cb9c78396.patch
https://github.com/google/highway/commit/da18479145badf42679fb6f222fe7340ca991932,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_da18479145badf42679fb6f222fe7340ca991932.patch
https://github.com/google/highway/commit/dde031e8d411dbd867fbe4ba5aec9cc2a8a5f7bb,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_dde031e8d411dbd867fbe4ba5aec9cc2a8a5f7bb.patch
https://github.com/google/highway/commit/dfe4049549357a68aa11644352a1a5de58b315d7,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_dfe4049549357a68aa11644352a1a5de58b315d7.patch
https://github.com/google/highway/commit/ef851f2513271f68aa57caed16827f5def325775,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_ef851f2513271f68aa57caed16827f5def325775.patch
https://github.com/google/highway/commit/f4aaeae1f905952fcfc9f7354d8011fb5cba2bef,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_f4aaeae1f905952fcfc9f7354d8011fb5cba2bef.patch
https://github.com/google/highway/commit/f5889927db525426053b3d1596d427a51a1ed52f,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_f5889927db525426053b3d1596d427a51a1ed52f.patch
https://github.com/google/highway/commit/f6bc03c4c0f3da08191cb6f56c66661504834ef4,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_f6bc03c4c0f3da08191cb6f56c66661504834ef4.patch
https://github.com/google/highway/commit/fca4269192b2ac7a26e7a03efff54ea6d0dd77ff,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_fca4269192b2ac7a26e7a03efff54ea6d0dd77ff.patch
https://github.com/google/highway/commit/ff1ba650cd42b6a94cbf14a1a70e2c26f6904fbc,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_ff1ba650cd42b6a94cbf14a1a70e2c26f6904fbc.patch
https://github.com/google/highway/commit/ff3070cdf3eb4f531b706d9e3d0adced74401e13,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_highway_ff3070cdf3eb4f531b706d9e3d0adced74401e13.patch
https://github.com/google/sentencepiece/commit/1cd0c5965d4163bb65cc626083c5f7b727c36b8c,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_sentencepiece_1cd0c5965d4163bb65cc626083c5f7b727c36b8c.patch
https://github.com/google/sentencepiece/commit/336900241c4943ae1e5f844b18292f532b3a21c7,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_sentencepiece_336900241c4943ae1e5f844b18292f532b3a21c7.patch
https://github.com/google/sentencepiece/commit/9f544a66ffd75ce5645fdb842672455673c44c7b,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_sentencepiece_9f544a66ffd75ce5645fdb842672455673c44c7b.patch
https://github.com/google/snappy/commit/1d88de7de852f0ed3ce5c3045dcff1cb805aa3e2,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_snappy_1d88de7de852f0ed3ce5c3045dcff1cb805aa3e2.patch
https://github.com/google/snappy/commit/37f375ddebbd0f2918c0036f7f9468bfd73cb86e,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_snappy_37f375ddebbd0f2918c0036f7f9468bfd73cb86e.patch
https://github.com/google/snappy/commit/4793b4d004654aea41fc9824b3ce006489dbb796,https://github.com/vizual1/opt-repo-cpp/tree/main/data/patch/google_snappy_4793b4d004654aea41fc9824b3ce006489dbb796.patch
